EPOQUE,GAMMA,AVAILABLE_ACTIONS,N0,REWARD_IF_CROSS,REWARD_IF_COLLISION,REWARD_IF_STILL,TOTAL_EPOQUE,EPSILON,ALPHA,TOTAL_REWARDS,MEAN_SCORE,MEAN_SCORE_[-10],SCORE
646,0.99,2,0.001,500,-10,0,1001,0.00,0.02,14950.00,27.51,30.70,30
647,0.99,2,0.001,500,-10,0,1001,0.00,0.03,15450.00,27.51,30.70,31
648,0.99,2,0.001,500,-10,0,1001,0.00,0.12,15490.00,27.52,30.70,31
649,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15500.00,27.52,30.70,31
650,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14350.00,27.52,30.50,29
651,0.99,2,0.001,500,-10,0,1001,0.00,0.03,15500.00,27.53,30.60,31
652,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15470.00,27.53,30.60,31
653,0.99,2,0.001,500,-10,0,1001,0.00,0.25,15460.00,27.54,30.60,31
654,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14430.00,27.54,30.50,29
655,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15000.00,27.55,30.40,30
656,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14940.00,27.55,30.40,30
657,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14370.00,27.55,30.20,29
658,0.99,2,0.001,500,-10,0,1001,0.00,0.06,14830.00,27.56,30.10,30
659,0.99,2,0.001,500,-10,0,1001,0.00,0.03,15450.00,27.56,30.10,31
660,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15500.00,27.57,30.30,31
661,0.99,2,0.001,500,-10,0,1001,0.00,0.20,14890.00,27.57,30.20,30
662,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14910.00,27.57,30.10,30
663,0.99,2,0.001,500,-10,0,1001,0.00,0.01,14970.00,27.58,30.00,30
664,0.99,2,0.001,500,-10,0,1001,0.00,0.05,15500.00,27.58,30.20,31
665,0.99,2,0.001,500,-10,0,1001,0.00,0.06,15500.00,27.59,30.30,31
666,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15490.00,27.59,30.40,31
667,0.99,2,0.001,500,-10,0,1001,0.00,0.01,15500.00,27.60,30.60,31
