EPOQUE,GAMMA,AVAILABLE_ACTIONS,N0,REWARD_IF_CROSS,REWARD_IF_COLLISION,REWARD_IF_STILL,TOTAL_EPOQUE,EPSILON,ALPHA,TOTAL_REWARDS,MEAN_SCORE,MEAN_SCORE_[-10],SCORE
67,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2660.00,15.37,17.80,19
68,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-3090.00,15.38,17.80,16
69,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-2670.00,15.41,17.60,18
70,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-3950.00,15.41,17.40,15
71,0.99,2,2.5,10,-50,0,1001,0.38,0.33,-2710.00,15.46,17.80,19
72,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-3990.00,15.47,17.80,16
73,0.99,2,2.5,10,-50,0,1001,0.56,0.33,-2660.00,15.51,17.80,19
74,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2630.00,15.53,17.70,17
75,0.99,2,2.5,10,-50,0,1001,0.45,0.50,-4190.00,15.54,17.30,16
76,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2570.00,15.57,17.30,18
77,0.99,2,2.5,10,-50,0,1001,1.00,0.50,-3180.00,15.59,17.10,17
78,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2160.00,15.63,17.40,19
79,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2820.00,15.66,17.40,18
80,0.99,2,2.5,10,-50,0,1001,0.45,0.50,-2970.00,15.69,17.70,18
81,0.99,2,2.5,10,-50,0,1001,0.71,0.50,-3430.00,15.71,17.50,17
82,0.99,2,2.5,10,-50,0,1001,0.56,1.00,-2600.00,15.76,17.90,20
83,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-4090.00,15.76,17.60,16
84,0.99,2,2.5,10,-50,0,1001,0.56,1.00,-2520.00,15.79,17.70,18
85,0.99,2,2.5,10,-50,0,1001,0.38,0.25,-2460.00,15.83,18.00,19
86,0.99,2,2.5,10,-50,0,1001,0.45,0.50,-2560.00,15.86,18.10,19
87,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2770.00,15.89,18.20,18
88,0.99,2,2.5,10,-50,0,1001,0.56,1.00,-3430.00,15.90,18.00,17
89,0.99,2,2.5,10,-50,0,1001,0.45,0.33,-2920.00,15.92,18.00,18
90,0.99,2,2.5,10,-50,0,1001,0.38,0.50,-2440.00,15.98,18.30,21
91,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-2670.00,16.00,18.40,18
92,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2500.00,16.04,18.40,20
93,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2650.00,16.09,18.80,20
94,0.99,2,2.5,10,-50,0,1001,0.71,0.50,-2970.00,16.11,18.80,18
95,0.99,2,2.5,10,-50,0,1001,0.56,1.00,-2970.00,16.12,18.70,18
96,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2920.00,16.14,18.60,18
97,0.99,2,2.5,10,-50,0,1001,0.71,0.33,-2260.00,16.17,18.70,19
98,0.99,2,2.5,10,-50,0,1001,0.33,1.00,-2400.00,16.21,19.00,20
99,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2740.00,16.26,19.30,21
100,0.99,2,2.5,10,-50,0,1001,0.45,0.50,-2250.00,16.30,19.20,20
101,0.99,2,2.5,10,-50,0,1001,0.38,0.33,-2360.00,16.32,19.30,19
102,0.99,2,2.5,10,-50,0,1001,0.33,0.25,-3730.00,16.33,19.00,17
103,0.99,2,2.5,10,-50,0,1001,1.00,0.50,-2340.00,16.38,19.10,21
104,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-1900.00,16.41,19.30,20
105,0.99,2,2.5,10,-50,0,1001,0.33,1.00,-2630.00,16.42,19.20,17
106,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-3080.00,16.42,19.10,17
107,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-3430.00,16.43,18.90,17
108,0.99,2,2.5,10,-50,0,1001,0.45,0.50,-1960.00,16.45,18.80,19
109,0.99,2,2.5,10,-50,0,1001,0.29,0.50,-2560.00,16.47,18.60,19
110,0.99,2,2.5,10,-50,0,1001,0.33,0.20,-1890.00,16.51,18.70,21
111,0.99,2,2.5,10,-50,0,1001,0.29,0.33,-1940.00,16.55,18.90,21
112,0.99,2,2.5,10,-50,0,1001,1.00,0.50,-2400.00,16.58,19.20,20
113,0.99,2,2.5,10,-50,0,1001,1.00,0.50,-2670.00,16.60,18.90,18
114,0.99,2,2.5,10,-50,0,1001,0.71,0.50,-3080.00,16.60,18.60,17
115,0.99,2,2.5,10,-50,0,1001,0.29,0.50,-3190.00,16.64,19.00,21
116,0.99,2,2.5,10,-50,0,1001,0.38,0.33,-2660.00,16.66,19.20,19
117,0.99,2,2.5,10,-50,0,1001,0.26,1.00,-3110.00,16.68,19.40,19
118,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2610.00,16.70,19.40,19
119,0.99,2,2.5,10,-50,0,1001,0.33,0.50,-2800.00,16.73,19.50,20
120,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-2720.00,16.74,19.20,18
121,0.99,2,2.5,10,-50,0,1001,0.45,0.33,-2630.00,16.78,19.30,22
122,0.99,2,2.5,10,-50,0,1001,0.71,0.50,-2270.00,16.79,19.10,18
123,0.99,2,2.5,10,-50,0,1001,0.56,0.50,-1980.00,16.83,19.50,22
124,0.99,2,2.5,10,-50,0,1001,0.71,0.50,-3070.00,16.84,19.60,18
125,0.99,2,2.5,10,-50,0,1001,0.26,0.25,-2420.00,16.85,19.30,18
126,0.99,2,2.5,10,-50,0,1001,0.56,0.50,-2490.00,16.88,19.50,21
127,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-2410.00,16.90,19.50,19
128,0.99,2,2.5,10,-50,0,1001,0.24,0.50,-1740.00,16.93,19.70,21
129,0.99,2,2.5,10,-50,0,1001,0.56,1.00,-2660.00,16.95,19.60,19
130,0.99,2,2.5,10,-50,0,1001,0.56,1.00,-3060.00,16.96,19.70,19
131,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2410.00,16.98,19.40,19
132,0.99,2,2.5,10,-50,0,1001,0.26,0.20,-2830.00,16.98,19.30,17
133,0.99,2,2.5,10,-50,0,1001,0.29,0.33,-2780.00,16.98,18.80,17
134,0.99,2,2.5,10,-50,0,1001,0.56,1.00,-2660.00,16.99,18.90,19
135,0.99,2,2.5,10,-50,0,1001,0.56,0.33,-2300.00,17.01,19.10,20
136,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-2920.00,17.02,18.80,18
137,0.99,2,2.5,10,-50,0,1001,1.00,0.50,-2800.00,17.04,18.90,20
138,0.99,2,2.5,10,-50,0,1001,0.45,0.50,-2590.00,17.07,18.90,21
139,0.99,2,2.5,10,-50,0,1001,0.71,0.20,-3880.00,17.07,18.70,17
140,0.99,2,2.5,10,-50,0,1001,0.38,0.50,-1750.00,17.09,18.80,20
141,0.99,2,2.5,10,-50,0,1001,1.00,0.50,-3010.00,17.11,18.80,19
142,0.99,2,2.5,10,-50,0,1001,0.45,0.50,-2430.00,17.14,19.30,22
143,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-1980.00,17.17,19.80,22
144,0.99,2,2.5,10,-50,0,1001,0.71,0.33,-2850.00,17.19,19.90,20
145,0.99,2,2.5,10,-50,0,1001,0.38,1.00,-2600.00,17.21,19.90,20
146,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2560.00,17.22,20.00,19
147,0.99,2,2.5,10,-50,0,1001,0.56,0.50,-2190.00,17.25,20.10,21
148,0.99,2,2.5,10,-50,0,1001,0.56,0.50,-2600.00,17.27,20.00,20
149,0.99,2,2.5,10,-50,0,1001,0.38,0.50,-3260.00,17.28,20.20,19
150,0.99,2,2.5,10,-50,0,1001,0.24,0.50,-2670.00,17.28,20.00,18
151,0.99,2,2.5,10,-50,0,1001,0.56,0.50,-2940.00,17.31,20.20,21
152,0.99,2,2.5,10,-50,0,1001,0.71,0.33,-2650.00,17.33,20.00,20
153,0.99,2,2.5,10,-50,0,1001,0.45,0.50,-2410.00,17.34,19.70,19
154,0.99,2,2.5,10,-50,0,1001,0.38,0.50,-2910.00,17.35,19.60,19
155,0.99,2,2.5,10,-50,0,1001,0.71,0.50,-3000.00,17.37,19.60,20
156,0.99,2,2.5,10,-50,0,1001,0.56,0.20,-1940.00,17.39,19.80,21
157,0.99,2,2.5,10,-50,0,1001,0.56,0.33,-2420.00,17.42,20.00,23
158,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2400.00,17.44,20.00,20
159,0.99,2,2.5,10,-50,0,1001,0.56,1.00,-2900.00,17.46,20.10,20
160,0.99,2,2.5,10,-50,0,1001,0.33,0.33,-3330.00,17.48,20.50,22
161,0.99,2,2.5,10,-50,0,1001,0.33,0.33,-2290.00,17.51,20.50,21
162,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-3870.00,17.51,20.30,18
163,0.99,2,2.5,10,-50,0,1001,0.29,0.33,-2590.00,17.53,20.50,21
164,0.99,2,2.5,10,-50,0,1001,0.26,0.25,-2580.00,17.56,20.80,22
165,0.99,2,2.5,10,-50,0,1001,0.45,0.33,-2590.00,17.58,20.90,21
166,0.99,2,2.5,10,-50,0,1001,0.38,0.50,-2770.00,17.58,20.60,18
167,0.99,2,2.5,10,-50,0,1001,0.22,1.00,-2670.00,17.58,20.10,18
168,0.99,2,2.5,10,-50,0,1001,0.71,0.50,-2660.00,17.59,20.00,19
169,0.99,2,2.5,10,-50,0,1001,0.38,0.20,-2760.00,17.60,19.90,19
170,0.99,2,2.5,10,-50,0,1001,0.29,0.14,-2250.00,17.61,19.70,20
171,0.99,2,2.5,10,-50,0,1001,0.56,0.33,-2280.00,17.64,19.80,22
172,0.99,2,2.5,10,-50,0,1001,0.71,0.33,-3360.00,17.65,19.90,19
173,0.99,2,2.5,10,-50,0,1001,0.71,0.33,-3010.00,17.66,19.70,19
174,0.99,2,2.5,10,-50,0,1001,1.00,0.50,-2500.00,17.67,19.50,20
175,0.99,2,2.5,10,-50,0,1001,0.45,0.50,-1780.00,17.69,19.60,22
176,0.99,2,2.5,10,-50,0,1001,0.33,0.33,-2240.00,17.71,19.90,21
177,0.99,2,2.5,10,-50,0,1001,0.33,1.00,-2790.00,17.73,20.20,21
178,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2110.00,17.74,20.20,19
179,0.99,2,2.5,10,-50,0,1001,0.56,0.17,-2540.00,17.76,20.40,21
180,0.99,2,2.5,10,-50,0,1001,0.56,0.50,-2290.00,17.77,20.50,21
181,0.99,2,2.5,10,-50,0,1001,0.45,0.20,-2610.00,17.78,20.20,19
182,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-1790.00,17.80,20.40,21
183,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-2800.00,17.81,20.50,20
184,0.99,2,2.5,10,-50,0,1001,0.20,0.17,-3470.00,17.81,20.30,18
185,0.99,2,2.5,10,-50,0,1001,0.56,0.50,-1820.00,17.84,20.40,23
186,0.99,2,2.5,10,-50,0,1001,0.45,0.50,-2300.00,17.85,20.30,20
187,0.99,2,2.5,10,-50,0,1001,0.29,0.25,-2750.00,17.86,20.20,20
188,0.99,2,2.5,10,-50,0,1001,0.45,1.00,-3320.00,17.86,20.10,18
189,0.99,2,2.5,10,-50,0,1001,0.19,0.14,-2690.00,17.88,20.10,21
190,0.99,2,2.5,10,-50,0,1001,0.26,0.25,-2450.00,17.89,20.00,20
191,0.99,2,2.5,10,-50,0,1001,0.33,0.50,-2600.00,17.90,20.10,20
192,0.99,2,2.5,10,-50,0,1001,0.26,0.12,-1950.00,17.91,20.00,20
193,0.99,2,2.5,10,-50,0,1001,0.17,0.11,-2240.00,17.93,20.10,21
194,0.99,2,2.5,10,-50,0,1001,0.38,0.25,-2600.00,17.94,20.30,20
195,0.99,2,2.5,10,-50,0,1001,0.38,0.25,-2440.00,17.95,20.10,21
196,0.99,2,2.5,10,-50,0,1001,0.16,0.12,-2140.00,17.97,20.20,21
197,0.99,2,2.5,10,-50,0,1001,0.45,0.33,-2860.00,17.97,20.10,19
198,0.99,2,2.5,10,-50,0,1001,0.33,0.50,-2390.00,17.99,20.40,21
199,0.99,2,2.5,10,-50,0,1001,0.24,0.17,-2760.00,18.00,20.20,19
200,0.99,2,2.5,10,-50,0,1001,0.24,0.14,-2920.00,18.00,20.00,18
201,0.99,2,2.5,10,-50,0,1001,0.22,0.10,-2610.00,18.00,19.90,19
202,0.99,2,2.5,10,-50,0,1001,0.24,0.33,-2180.00,18.02,20.10,22
203,0.99,2,2.5,10,-50,0,1001,0.45,0.50,-2790.00,18.03,20.10,21
204,0.99,2,2.5,10,-50,0,1001,0.71,0.25,-2260.00,18.04,20.00,19
205,0.99,2,2.5,10,-50,0,1001,0.29,0.20,-1940.00,18.05,20.00,21
206,0.99,2,2.5,10,-50,0,1001,0.26,0.17,-2400.00,18.06,19.90,20
207,0.99,2,2.5,10,-50,0,1001,0.29,0.25,-2380.00,18.08,20.20,22
208,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2000.00,18.09,20.10,20
209,0.99,2,2.5,10,-50,0,1001,0.45,0.33,-2800.00,18.10,20.20,20
210,0.99,2,2.5,10,-50,0,1001,0.22,0.20,-3110.00,18.10,20.30,19
211,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-2460.00,18.11,20.30,19
212,0.99,2,2.5,10,-50,0,1001,0.24,0.20,-2430.00,18.13,20.30,22
213,0.99,2,2.5,10,-50,0,1001,0.38,1.00,-2600.00,18.14,20.20,20
214,0.99,2,2.5,10,-50,0,1001,0.20,0.33,-1990.00,18.15,20.40,21
215,0.99,2,2.5,10,-50,0,1001,0.22,0.33,-2900.00,18.16,20.30,20
216,0.99,2,2.5,10,-50,0,1001,0.56,0.25,-2130.00,18.18,20.50,22
217,0.99,2,2.5,10,-50,0,1001,0.38,0.20,-2540.00,18.19,20.40,21
218,0.99,2,2.5,10,-50,0,1001,0.33,0.50,-2710.00,18.19,20.30,19
219,0.99,2,2.5,10,-50,0,1001,0.45,0.33,-2690.00,18.20,20.40,21
220,0.99,2,2.5,10,-50,0,1001,0.38,0.50,-2450.00,18.21,20.50,20
221,0.99,2,2.5,10,-50,0,1001,0.45,0.50,-2080.00,18.23,20.80,22
222,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-2600.00,18.24,20.60,20
223,0.99,2,2.5,10,-50,0,1001,0.22,0.17,-2690.00,18.25,20.70,21
224,0.99,2,2.5,10,-50,0,1001,0.22,0.20,-1640.00,18.26,20.70,21
225,0.99,2,2.5,10,-50,0,1001,0.29,0.20,-2240.00,18.27,20.80,21
226,0.99,2,2.5,10,-50,0,1001,0.20,1.00,-3180.00,18.27,20.30,17
227,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-2580.00,18.29,20.40,22
228,0.99,2,2.5,10,-50,0,1001,0.38,0.11,-2430.00,18.30,20.70,22
229,0.99,2,2.5,10,-50,0,1001,0.29,0.17,-3040.00,18.31,20.70,21
230,0.99,2,2.5,10,-50,0,1001,0.56,0.50,-3270.00,18.31,20.50,18
231,0.99,2,2.5,10,-50,0,1001,0.26,0.14,-1930.00,18.33,20.50,22
232,0.99,2,2.5,10,-50,0,1001,0.56,0.17,-2580.00,18.34,20.70,22
233,0.99,2,2.5,10,-50,0,1001,0.24,1.00,-1880.00,18.36,20.80,22
234,0.99,2,2.5,10,-50,0,1001,0.20,0.33,-2980.00,18.37,20.90,22
235,0.99,2,2.5,10,-50,0,1001,0.45,0.25,-2830.00,18.39,21.00,22
236,0.99,2,2.5,10,-50,0,1001,0.22,0.12,-2450.00,18.40,21.30,20
237,0.99,2,2.5,10,-50,0,1001,0.20,0.17,-2730.00,18.41,21.30,22
238,0.99,2,2.5,10,-50,0,1001,1.00,0.33,-2120.00,18.43,21.40,23
239,0.99,2,2.5,10,-50,0,1001,0.56,1.00,-2180.00,18.45,21.50,22
240,0.99,2,2.5,10,-50,0,1001,0.15,0.12,-2330.00,18.46,21.90,22
241,0.99,2,2.5,10,-50,0,1001,0.38,0.25,-2830.00,18.48,21.90,22
242,0.99,2,2.5,10,-50,0,1001,0.38,0.11,-2140.00,18.49,21.80,21
243,0.99,2,2.5,10,-50,0,1001,0.33,0.14,-2370.00,18.50,21.90,23
244,0.99,2,2.5,10,-50,0,1001,0.24,0.14,-1860.00,18.53,22.10,24
245,0.99,2,2.5,10,-50,0,1001,0.38,0.25,-2560.00,18.53,21.80,19
246,0.99,2,2.5,10,-50,0,1001,0.22,0.12,-2280.00,18.54,22.00,22
247,0.99,2,2.5,10,-50,0,1001,0.19,0.14,-2180.00,18.56,22.00,22
248,0.99,2,2.5,10,-50,0,1001,0.14,0.10,-1930.00,18.57,21.90,22
249,0.99,2,2.5,10,-50,0,1001,0.20,0.25,-2380.00,18.58,21.90,22
250,0.99,2,2.5,10,-50,0,1001,0.45,0.25,-1980.00,18.60,21.90,22
251,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2090.00,18.61,21.80,21
252,0.99,2,2.5,10,-50,0,1001,0.33,0.33,-2020.00,18.62,22.00,23
253,0.99,2,2.5,10,-50,0,1001,0.20,0.10,-2230.00,18.64,21.90,22
254,0.99,2,2.5,10,-50,0,1001,0.17,0.20,-2650.00,18.64,21.50,20
255,0.99,2,2.5,10,-50,0,1001,0.33,1.00,-2630.00,18.66,21.80,22
256,0.99,2,2.5,10,-50,0,1001,0.29,0.25,-1830.00,18.67,21.80,22
257,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-2430.00,18.68,21.80,22
258,0.99,2,2.5,10,-50,0,1001,0.45,0.33,-1570.00,18.70,21.90,23
259,0.99,2,2.5,10,-50,0,1001,0.16,0.09,-1930.00,18.71,21.90,22
260,0.99,2,2.5,10,-50,0,1001,0.19,0.25,-2160.00,18.73,22.10,24
261,0.99,2,2.5,10,-50,0,1001,0.26,0.20,-1420.00,18.75,22.30,23
262,0.99,2,2.5,10,-50,0,1001,0.71,0.50,-1630.00,18.76,22.20,22
263,0.99,2,2.5,10,-50,0,1001,0.45,0.50,-2500.00,18.77,22.00,20
264,0.99,2,2.5,10,-50,0,1001,0.26,0.20,-2270.00,18.78,22.30,23
265,0.99,2,2.5,10,-50,0,1001,0.15,1.00,-2580.00,18.79,22.30,22
266,0.99,2,2.5,10,-50,0,1001,0.14,1.00,-2090.00,18.80,22.20,21
267,0.99,2,2.5,10,-50,0,1001,0.38,0.50,-2770.00,18.80,21.80,18
268,0.99,2,2.5,10,-50,0,1001,0.17,0.50,-2380.00,18.81,21.70,22
269,0.99,2,2.5,10,-50,0,1001,0.33,0.20,-1640.00,18.82,21.60,21
270,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2190.00,18.83,21.30,21
271,0.99,2,2.5,10,-50,0,1001,0.71,0.33,-3060.00,18.83,20.90,19
272,0.99,2,2.5,10,-50,0,1001,0.19,0.25,-2140.00,18.84,20.80,21
273,0.99,2,2.5,10,-50,0,1001,0.19,0.20,-2780.00,18.85,21.00,22
274,0.99,2,2.5,10,-50,0,1001,0.14,0.12,-1930.00,18.86,20.90,22
275,0.99,2,2.5,10,-50,0,1001,0.56,0.50,-2080.00,18.87,20.90,22
276,0.99,2,2.5,10,-50,0,1001,0.71,0.33,-1730.00,18.88,21.00,22
277,0.99,2,2.5,10,-50,0,1001,0.24,0.17,-2880.00,18.89,21.40,22
278,0.99,2,2.5,10,-50,0,1001,0.17,0.12,-2090.00,18.90,21.30,21
279,0.99,2,2.5,10,-50,0,1001,0.38,0.25,-2940.00,18.91,21.30,21
280,0.99,2,2.5,10,-50,0,1001,0.71,1.00,-1620.00,18.92,21.50,23
281,0.99,2,2.5,10,-50,0,1001,0.33,0.20,-2080.00,18.93,21.80,22
282,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-2250.00,18.94,21.70,20
283,0.99,2,2.5,10,-50,0,1001,0.17,0.10,-2530.00,18.95,21.70,22
284,0.99,2,2.5,10,-50,0,1001,1.00,1.00,-3090.00,18.95,21.60,21
285,0.99,2,2.5,10,-50,0,1001,0.71,0.25,-1430.00,18.97,21.60,22
286,0.99,2,2.5,10,-50,0,1001,0.19,0.11,-1430.00,18.98,21.60,22
287,0.99,2,2.5,10,-50,0,1001,0.56,1.00,-1930.00,18.99,21.60,22
288,0.99,2,2.5,10,-50,0,1001,0.45,0.25,-2850.00,18.99,21.50,20
289,0.99,2,2.5,10,-50,0,1001,0.16,0.09,-1830.00,19.00,21.60,22
290,0.99,2,2.5,10,-50,0,1001,0.56,0.50,-1990.00,19.01,21.40,21
291,0.99,2,2.5,10,-50,0,1001,0.24,0.17,-1970.00,19.02,21.50,23
292,0.99,2,2.5,10,-50,0,1001,0.56,0.50,-1820.00,19.03,21.80,23
293,0.99,2,2.5,10,-50,0,1001,0.56,0.50,-1990.00,19.04,21.70,21
294,0.99,2,2.5,10,-50,0,1001,0.26,0.50,-1790.00,19.05,21.70,21
295,0.99,2,2.5,10,-50,0,1001,0.16,0.17,-1760.00,19.06,21.90,24
296,0.99,2,2.5,10,-50,0,1001,0.33,0.33,-2020.00,19.08,22.00,23
297,0.99,2,2.5,10,-50,0,1001,0.45,0.33,-2180.00,19.09,22.00,22
