Epsilon;Alpha;Gamma;Epochs_learn;Penalties_learn;Epochs_eval;Penalties_eval;Worked
0.7;0.1;0.1;5721892;1232321;100092;0;False
0.7;0.1;0.2;5622055;1208379;1312;0;True
0.7;0.1;0.30000000000000004;5560287;1194989;1295;0;True
0.7;0.1;0.4;5535774;1189290;1266;0;True
0.7;0.1;0.5;5478969;1177468;1339;0;True
0.7;0.1;0.6;5502410;1180713;1310;0;True
0.7;0.1;0.7000000000000001;5495215;1181223;1321;0;True
0.7;0.1;0.8;5466278;1174919;1286;0;True
0.7;0.1;0.9;5458455;1172394;1327;0;True
0.7;0.2;0.1;5561549;1195486;1307;0;True
0.7;0.2;0.2;5509190;1185052;1364;0;True
0.7;0.2;0.30000000000000004;5488633;1178998;1259;0;True
0.7;0.2;0.4;5438127;1167136;1295;0;True
0.7;0.2;0.5;5440455;1167619;1304;0;True
0.7;0.2;0.6;5431330;1167468;1275;0;True
0.7;0.2;0.7000000000000001;5405057;1160622;1323;0;True
0.7;0.2;0.8;5413322;1163825;1301;0;True
0.7;0.2;0.9;5403370;1159114;1328;0;True
0.7;0.30000000000000004;0.1;5488133;1180530;100086;0;False
0.7;0.30000000000000004;0.2;5417939;1164106;1310;0;True
0.7;0.30000000000000004;0.30000000000000004;5399519;1158844;1322;0;True
0.7;0.30000000000000004;0.4;5427752;1166495;1338;0;True
0.7;0.30000000000000004;0.5;5406462;1160798;1298;0;True
0.7;0.30000000000000004;0.6;5405054;1160098;1312;0;True
0.7;0.30000000000000004;0.7000000000000001;5386730;1155315;1353;0;True
0.7;0.30000000000000004;0.8;5378078;1152989;1337;0;True
0.7;0.30000000000000004;0.9;5392472;1158735;1309;0;True
0.7;0.4;0.1;5460426;1173291;1296;0;True
0.7;0.4;0.2;5415977;1162771;1253;0;True
0.7;0.4;0.30000000000000004;5394164;1157555;1259;0;True
0.7;0.4;0.4;5384005;1155650;1321;0;True
0.7;0.4;0.5;5380544;1154776;1371;0;True
0.7;0.4;0.6;5384935;1156979;1284;0;True
0.7;0.4;0.7000000000000001;5365911;1151264;1351;0;True
0.7;0.4;0.8;5377943;1154600;1296;0;True
0.7;0.4;0.9;5368876;1152485;1316;0;True
0.7;0.5;0.1;5407456;1160919;1304;0;True
0.7;0.5;0.2;5393049;1155962;1272;0;True
0.7;0.5;0.30000000000000004;5381525;1153970;1325;0;True
0.7;0.5;0.4;5379837;1155638;1295;0;True
0.7;0.5;0.5;5376658;1152803;1241;0;True
0.7;0.5;0.6;5368026;1152663;1304;0;True
0.7;0.5;0.7000000000000001;5371541;1152449;1307;0;True
0.7;0.5;0.8;5371061;1152283;1346;0;True
0.7;0.5;0.9;5357521;1149542;1270;0;True
0.7;0.6;0.1;5415868;1163411;1281;0;True
0.7;0.6;0.2;5379407;1153303;1321;0;True
0.7;0.6;0.30000000000000004;5377303;1152137;1316;0;True
0.7;0.6;0.4;5387741;1156487;1292;0;True
0.7;0.6;0.5;5362806;1149876;1318;0;True
0.7;0.6;0.6;5376749;1152856;1310;0;True
0.7;0.6;0.7000000000000001;5361135;1149006;1362;0;True
0.7;0.6;0.8;5363720;1151060;1366;0;True
0.7;0.6;0.9;5360675;1150602;1327;0;True
0.7;0.7000000000000001;0.1;5390591;1156962;1324;0;True
0.7;0.7000000000000001;0.2;5380487;1153730;1364;0;True
0.7;0.7000000000000001;0.30000000000000004;5378629;1152989;1321;0;True
0.7;0.7000000000000001;0.4;5367283;1149625;1337;0;True
0.7;0.7000000000000001;0.5;5368760;1152859;1296;0;True
0.7;0.7000000000000001;0.6;5342870;1145771;1359;0;True
0.7;0.7000000000000001;0.7000000000000001;5365696;1150698;1280;0;True
0.7;0.7000000000000001;0.8;5367061;1150681;1263;0;True
0.7;0.7000000000000001;0.9;5371028;1153415;1340;0;True
0.7;0.8;0.1;5402553;1160162;1292;0;True
0.7;0.8;0.2;5361845;1150386;1283;0;True
0.7;0.8;0.30000000000000004;5374209;1152483;1309;0;True
0.7;0.8;0.4;5370821;1153752;1317;0;True
0.7;0.8;0.5;5359644;1150879;1293;0;True
0.7;0.8;0.6;5356919;1150556;1280;0;True
0.7;0.8;0.7000000000000001;5353484;1146712;1316;0;True
0.7;0.8;0.8;5346188;1146041;1325;0;True
0.7;0.8;0.9;5361028;1150718;1329;0;True
0.7;0.9;0.1;5359167;1150553;1345;0;True
0.7;0.9;0.2;5362236;1151086;1358;0;True
0.7;0.9;0.30000000000000004;5371687;1152590;1268;0;True
0.7;0.9;0.4;5368660;1152551;1293;0;True
0.7;0.9;0.5;5362621;1149548;1304;0;True
0.7;0.9;0.6;5354355;1148667;1285;0;True
0.7;0.9;0.7000000000000001;5347832;1147202;1304;0;True
0.7;0.9;0.8;5366996;1154823;1306;0;True
0.7;0.9;0.9;5354836;1148472;1256;0;True
0.7999999999999999;0.1;0.1;9284072;2305316;100096;0;False
0.7999999999999999;0.1;0.2;9169787;2278603;1292;0;True
0.7999999999999999;0.1;0.30000000000000004;9111106;2258218;1310;0;True
0.7999999999999999;0.1;0.4;9043935;2242944;1303;0;True
0.7999999999999999;0.1;0.5;9029690;2239888;1303;0;True
0.7999999999999999;0.1;0.6;9074891;2250572;1293;0;True
0.7999999999999999;0.1;0.7000000000000001;9037805;2238750;1331;0;True
0.7999999999999999;0.1;0.8;9044951;2243713;1317;0;True
0.7999999999999999;0.1;0.9;8998701;2230656;1317;0;True
0.7999999999999999;0.2;0.1;9102148;2261899;1297;0;True
0.7999999999999999;0.2;0.2;9003386;2233882;1291;0;True
0.7999999999999999;0.2;0.30000000000000004;9020505;2236795;1342;0;True
0.7999999999999999;0.2;0.4;8973395;2223474;1318;0;True
0.7999999999999999;0.2;0.5;9007404;2234448;1308;0;True
0.7999999999999999;0.2;0.6;8984584;2228462;1291;0;True
0.7999999999999999;0.2;0.7000000000000001;8966607;2223884;1321;0;True
0.7999999999999999;0.2;0.8;8978638;2228128;1297;0;True
0.7999999999999999;0.2;0.9;8957118;2220703;1326;0;True
0.7999999999999999;0.30000000000000004;0.1;9018205;2239309;100070;0;False
0.7999999999999999;0.30000000000000004;0.2;8998610;2231688;1289;0;True
0.7999999999999999;0.30000000000000004;0.30000000000000004;8907530;2208132;1330;0;True
0.7999999999999999;0.30000000000000004;0.4;9015353;2234075;1286;0;True
0.7999999999999999;0.30000000000000004;0.5;8958242;2221070;1342;0;True
0.7999999999999999;0.30000000000000004;0.6;8918478;2210597;1348;0;True
0.7999999999999999;0.30000000000000004;0.7000000000000001;8962035;2221651;1325;0;True
0.7999999999999999;0.30000000000000004;0.8;8950474;2221270;1330;0;True
0.7999999999999999;0.30000000000000004;0.9;8918505;2211175;1321;0;True
0.7999999999999999;0.4;0.1;9053954;2245571;1314;0;True
0.7999999999999999;0.4;0.2;8967841;2224512;1318;0;True
0.7999999999999999;0.4;0.30000000000000004;9037023;2244476;1302;0;True
0.7999999999999999;0.4;0.4;8978026;2227037;1275;0;True
0.7999999999999999;0.4;0.5;8975169;2228043;1305;0;True
0.7999999999999999;0.4;0.6;8942309;2215742;1358;0;True
0.7999999999999999;0.4;0.7000000000000001;8956295;2222198;1295;0;True
0.7999999999999999;0.4;0.8;8932036;2214883;1271;0;True
0.7999999999999999;0.4;0.9;8948125;2218222;1269;0;True
0.8;0.5;0.1;9008881;2235350;1367;0;True
0.8;0.5;0.2;8952072;2220551;1302;0;True
0.8;0.5;0.30000000000000004;8936302;2215103;1324;0;True
0.8;0.5;0.4;8943724;2214049;1285;0;True
0.8;0.5;0.5;8940013;2214775;1312;0;True
0.8;0.5;0.6;8909461;2209856;1301;0;True
0.8;0.5;0.7000000000000001;8936314;2215460;1311;0;True
0.8;0.5;0.8;8935630;2215877;1258;0;True
0.8;0.5;0.9;8913657;2207749;1269;0;True
0.8;0.6;0.1;8936271;2216807;1298;0;True
0.8;0.6;0.2;8927079;2212690;1298;0;True
0.8;0.6;0.30000000000000004;8913912;2212065;1309;0;True
0.8;0.6;0.4;8955470;2220658;1301;0;True
0.8;0.6;0.5;8915156;2211560;1329;0;True
0.8;0.6;0.6;8924127;2213123;1315;0;True
0.8;0.6;0.7000000000000001;8924510;2210385;1308;0;True
0.8;0.6;0.8;8921450;2211833;1313;0;True
0.8;0.6;0.9;8941200;2217242;1319;0;True
0.8;0.7;0.1;8953693;2218747;1249;0;True
0.8;0.7;0.2;8934563;2215353;1272;0;True
0.8;0.7;0.30000000000000004;8968149;2225543;1280;0;True
0.8;0.7;0.4;8952159;2219361;1298;0;True
0.8;0.7;0.5;8927677;2213073;1295;0;True
0.8;0.7;0.6;8954137;2219791;1318;0;True
0.8;0.7;0.7000000000000001;8934786;2214914;1306;0;True
0.8;0.7;0.8;8913757;2208837;1325;0;True
0.8;0.7;0.9;8934396;2214959;1353;0;True
0.8;0.7999999999999999;0.1;8929806;2215103;1344;0;True
0.8;0.7999999999999999;0.2;8920527;2210371;1271;0;True
0.8;0.7999999999999999;0.30000000000000004;8938159;2215200;1315;0;True
0.8;0.7999999999999999;0.4;8932533;2216312;1324;0;True
0.8;0.7999999999999999;0.5;8921124;2211138;1269;0;True
0.8;0.7999999999999999;0.6;8945719;2218644;1348;0;True
0.8;0.7999999999999999;0.7000000000000001;8928378;2210221;1297;0;True
0.8;0.7999999999999999;0.8;8912897;2210233;1267;0;True
0.8;0.7999999999999999;0.9;8920730;2213604;1317;0;True
0.8;0.8999999999999999;0.1;8929684;2214266;1268;0;True
0.8;0.8999999999999999;0.2;8914983;2209037;1291;0;True
0.8;0.8999999999999999;0.30000000000000004;8926744;2213802;1354;0;True
0.8;0.8999999999999999;0.4;8965951;2224002;1301;0;True
0.8;0.8999999999999999;0.5;8925845;2215838;1309;0;True
0.8;0.8999999999999999;0.6;8953095;2220839;1318;0;True
0.8;0.8999999999999999;0.7000000000000001;8932283;2216101;1328;0;True
0.8;0.8999999999999999;0.8;8924722;2213915;1293;0;True
0.8;0.8999999999999999;0.9;8944932;2218244;1310;0;True0.9;0.1;0.1;10055422;2847663;0;0;False0.9;0.1;0.2;10055174;2845524;0;0;False0.9;0.1;0.30000000000000004;10055020;2845531;0;0;False0.9;0.1;0.4;10054569;2843286;0;0;False0.9;0.1;0.5;10054786;2845289;0;0;False0.9;0.1;0.6;10054386;2844481;0;0;False0.9;0.1;0.7000000000000001;10054505;2843746;0;0;False0.9;0.1;0.8;10054653;2844248;0;0;False0.9;0.1;0.9;10054218;2841058;0;0;False0.9;0.2;0.1;10054688;2842447;0;0;False0.9;0.2;0.2;10054534;2844227;0;0;False0.9;0.2;0.30000000000000004;10054382;2844607;0;0;False0.9;0.2;0.4;10054269;2843618;0;0;False0.9;0.2;0.5;10054035;2842466;0;0;False0.9;0.2;0.6;10054234;2843322;0;0;False0.9;0.2;0.7000000000000001;10054026;2842556;0;0;False0.9;0.2;0.8;10054109;2843311;0;0;False0.9;0.2;0.9;10053995;2840150;0;0;False0.9;0.30000000000000004;0.1;10054379;2844490;0;0;False0.9;0.30000000000000004;0.2;10054309;2843518;0;0;False0.9;0.30000000000000004;0.30000000000000004;10054264;2844182;0;0;False0.9;0.30000000000000004;0.4;10054095;2843153;0;0;False0.9;0.30000000000000004;0.5;10053955;2845307;0;0;False0.9;0.30000000000000004;0.6;10054049;2842389;0;0;False0.9;0.30000000000000004;0.7000000000000001;10053960;2840802;0;0;False0.9;0.30000000000000004;0.8;10054165;2839419;0;0;False0.9;0.30000000000000004;0.9;10053982;2845999;0;0;False0.9;0.4;0.1;10054767;2842301;0;0;False0.9;0.4;0.2;10054312;2842048;0;0;False0.9;0.4;0.30000000000000004;10054080;2840983;0;0;False0.9;0.4;0.4;10054060;2841756;0;0;False0.9;0.4;0.5;10053999;2841051;0;0;False0.9;0.4;0.6;10054055;2842869;0;0;False0.9;0.4;0.7000000000000001;10053992;2841567;0;0;False0.9;0.4;0.8;10053946;2839258;0;0;False0.9;0.4;0.9;10054037;2843531;0;0;False0.9;0.5;0.1;10054228;2838843;0;0;False0.9;0.5;0.2;10054199;2844009;0;0;False0.9;0.5;0.30000000000000004;10054011;2843312;0;0;False0.9;0.5;0.4;10054053;2844090;0;0;False0.9;0.5;0.5;10054219;2844818;0;0;False0.9;0.5;0.6;10054014;2841626;0;0;False0.9;0.5;0.7000000000000001;10053871;2841941;0;0;False0.9;0.5;0.8;10054088;2843069;0;0;False0.9;0.5;0.9;10054083;2839484;0;0;False0.9;0.6;0.1;10054098;2843960;0;0;False0.9;0.6;0.2;10053866;2840048;0;0;False0.9;0.6;0.30000000000000004;10054050;2843843;0;0;False0.9;0.6;0.4;10054177;2843079;0;0;False0.9;0.6;0.5;10053997;2843580;0;0;False0.9;0.6;0.6;10053952;2842398;0;0;False0.9;0.6;0.7000000000000001;10054101;2841725;0;0;False0.9;0.6;0.8;10053957;2839296;0;0;False0.9;0.6;0.9;10053797;2841512;0;0;False0.9;0.7000000000000001;0.1;10053907;2842125;0;0;False0.9;0.7000000000000001;0.2;10053741;2845166;0;0;False0.9;0.7000000000000001;0.30000000000000004;10053948;2843637;0;0;False0.9;0.7000000000000001;0.4;10054046;2844481;0;0;False0.9;0.7000000000000001;0.5;10054054;2842308;0;0;False0.9;0.7000000000000001;0.6;10053844;2840616;0;0;False0.9;0.7000000000000001;0.7000000000000001;10053869;2842907;0;0;False0.9;0.7000000000000001;0.8;10053861;2840309;0;0;False0.9;0.7000000000000001;0.9;10054026;2842648;0;0;False0.9;0.8;0.1;10054128;2840921;0;0;False0.9;0.8;0.2;10054079;2843601;0;0;False0.9;0.8;0.30000000000000004;10053811;2842073;0;0;False0.9;0.8;0.4;10053914;2842571;0;0;False0.9;0.8;0.5;10053972;2840767;0;0;False0.9;0.8;0.6;10054007;2844794;0;0;False0.9;0.8;0.7000000000000001;10053944;2843816;0;0;False0.9;0.8;0.8;10053834;2839438;0;0;False0.9;0.8;0.9;10054056;2840343;0;0;False0.9;0.9;0.1;10053944;2844690;0;0;False0.9;0.9;0.2;10053904;2842382;0;0;False0.9;0.9;0.30000000000000004;10054040;2844477;0;0;False0.9;0.9;0.4;10053763;2843769;0;0;False0.9;0.9;0.5;10054128;2842372;0;0;False0.9;0.9;0.6;10053837;2839910;0;0;False0.9;0.9;0.7000000000000001;10053935;2838141;0;0;False0.9;0.9;0.8;10054026;2841699;0;0;False0.9;0.9;0.9;10053814;2842097;0;0;False
